t,loss,phase,noise
0.5499999999999999,25.800472259521484,NF2,0.5
0.6,25.68779563903809,NF1,0.5
0.6,26.41874313354492,NF2,0.5
0.6499999999999999,25.234230041503903,NF1,0.5
0.6499999999999999,26.122936248779297,NF2,0.5
0.7,24.608783721923828,NF1,0.5
0.7,24.70175170898437,NF2,0.5
0.7499999999999999,25.70623207092285,NF1,0.5
0.7499999999999999,23.85396385192871,NF2,0.5
0.7999999999999999,23.523178100585938,NF1,0.5
0.7999999999999999,23.355636596679688,NF2,0.5
0.85,22.760229110717773,NF1,0.5
0.85,23.25457572937012,NF2,0.5
0.8999999999999999,22.271800994873047,NF1,0.5
0.8999999999999999,22.194034576416016,NF2,0.5
0.95,22.26934051513672,NF1,0.5
0.95,22.184505462646484,NF2,0.5
0.0,22.14167022705078,NF1,0.0
0.0,22.17793655395508,NF2,0.0
0.0499999999999999,22.164644241333008,NF1,0.0
0.0499999999999999,22.02053642272949,NF2,0.0
0.0999999999999999,22.20610618591309,NF1,0.0
0.0999999999999999,22.080055236816406,NF2,0.0
0.15,22.207313537597656,NF1,0.0
0.15,22.13004875183105,NF2,0.0
0.1999999999999999,22.152729034423828,NF1,0.0
0.1999999999999999,22.18181037902832,NF2,0.0
0.2499999999999999,22.17758178710937,NF1,0.0
0.2499999999999999,22.10991477966309,NF2,0.0
0.3,22.08252716064453,NF1,0.0
0.3,22.135818481445312,NF2,0.0
0.35,22.148038864135746,NF1,0.0
0.35,22.10482215881348,NF2,0.0
0.3999999999999999,22.205114364624023,NF1,0.0
0.3999999999999999,22.150196075439453,NF2,0.0
0.4499999999999999,22.22105598449707,NF1,0.0
0.4499999999999999,22.1381893157959,NF2,0.0
0.4999999999999999,22.271324157714844,NF1,0.0
0.4999999999999999,22.15566062927246,NF2,0.0
0.5499999999999999,22.19622230529785,NF1,0.0
0.5499999999999999,22.09437370300293,NF2,0.0
0.6,22.22426414489746,NF1,0.0
0.6,22.07651901245117,NF2,0.0
0.6499999999999999,22.1717586517334,NF1,0.0
0.6499999999999999,22.16239356994629,NF2,0.0
0.7,22.18931198120117,NF1,0.0
0.7,22.17905044555664,NF2,0.0
0.7499999999999999,22.18088150024414,NF1,0.0
0.7499999999999999,22.09328842163086,NF2,0.0
0.7999999999999999,22.175498962402344,NF1,0.0
0.7999999999999999,22.164695739746094,NF2,0.0
0.85,22.17894554138184,NF1,0.0
0.85,22.15034294128418,NF2,0.0
0.8999999999999999,22.202747344970703,NF1,0.0
0.8999999999999999,22.056415557861328,NF2,0.0
0.95,22.226716995239254,NF1,0.0
0.95,22.118741989135746,NF2,0.0
0.0,22.25523567199707,NF1,0.5
0.0,22.09087181091309,NF2,0.5
0.0499999999999999,22.50628089904785,NF1,0.5
0.0499999999999999,22.35759735107422,NF2,0.5
0.0999999999999999,22.599239349365234,NF1,0.5
0.0999999999999999,22.5513916015625,NF2,0.5
0.15,23.68543243408203,NF1,0.5
0.15,22.384838104248047,NF2,0.5
0.1999999999999999,23.007095336914062,NF1,0.5
0.1999999999999999,21.910701751708984,NF2,0.5
0.2499999999999999,24.273120880126957,NF1,0.5
0.2499999999999999,24.654544830322266,NF2,0.5
0.3,25.864648818969727,NF1,0.5
0.3,28.23444175720215,NF2,0.5
0.35,28.22342300415039,NF1,0.5
0.35,27.40541648864746,NF2,0.5
0.3999999999999999,26.68149948120117,NF1,0.5
0.3999999999999999,28.367061614990234,NF2,0.5
0.4499999999999999,26.719024658203125,NF1,0.5
0.4499999999999999,25.89667320251465,NF2,0.5
0.4999999999999999,24.950170516967773,NF1,0.5
0.4999999999999999,26.19826889038086,NF2,0.5
0.5499999999999999,25.933996200561523,NF1,0.5
0.5499999999999999,28.564905166625977,NF2,0.5
0.6,26.85890769958496,NF1,0.5
0.6,25.533292770385746,NF2,0.5
0.6499999999999999,24.951311111450195,NF1,0.5
0.6499999999999999,25.41042900085449,NF2,0.5
0.7,24.7137393951416,NF1,0.5
0.7,24.69733238220215,NF2,0.5
0.7499999999999999,23.551382064819336,NF1,0.5
0.7499999999999999,24.362436294555664,NF2,0.5
0.7999999999999999,23.5119686126709,NF1,0.5
0.7999999999999999,23.69450569152832,NF2,0.5
0.85,22.69098281860352,NF1,0.5
0.85,23.5791130065918,NF2,0.5
0.8999999999999999,22.385204315185547,NF1,0.5
0.8999999999999999,22.33646774291992,NF2,0.5
0.95,22.204761505126957,NF1,0.5
0.95,22.12499046325684,NF2,0.5
0.0,22.22250747680664,NF1,0.0
0.0,22.110401153564453,NF2,0.0
0.0499999999999999,22.218807220458984,NF1,0.0
0.0499999999999999,22.267581939697266,NF2,0.0
0.0999999999999999,22.16529083251953,NF1,0.0
0.0999999999999999,22.10858726501465,NF2,0.0
0.15,22.21359634399414,NF1,0.0
0.15,22.16258430480957,NF2,0.0
0.1999999999999999,22.235050201416016,NF1,0.0
0.1999999999999999,22.056156158447266,NF2,0.0
0.2499999999999999,22.10480499267578,NF1,0.0
0.2499999999999999,22.19141387939453,NF2,0.0
0.3,22.148399353027344,NF1,0.0
0.3,22.1550350189209,NF2,0.0
0.35,22.196155548095703,NF1,0.0
0.35,22.13399124145508,NF2,0.0
0.3999999999999999,22.22695541381836,NF1,0.0
0.3999999999999999,22.076478958129883,NF2,0.0
0.4499999999999999,22.18903541564941,NF1,0.0
0.4499999999999999,22.130735397338867,NF2,0.0
0.4999999999999999,22.15799331665039,NF1,0.0
0.4999999999999999,22.074949264526367,NF2,0.0
0.5499999999999999,22.12127494812012,NF1,0.0
0.5499999999999999,22.17557716369629,NF2,0.0
0.6,22.27713203430176,NF1,0.0
0.6,22.096593856811523,NF2,0.0
0.6499999999999999,22.178470611572266,NF1,0.0
0.6499999999999999,22.14386558532715,NF2,0.0
0.7,22.234275817871094,NF1,0.0
0.7,22.141149520874023,NF2,0.0
0.7499999999999999,22.207677841186523,NF1,0.0
0.7499999999999999,22.14311790466309,NF2,0.0
0.7999999999999999,22.24104881286621,NF1,0.0
0.7999999999999999,22.09212303161621,NF2,0.0
0.85,22.108997344970703,NF1,0.0
0.85,22.179134368896484,NF2,0.0
0.8999999999999999,22.14831924438477,NF1,0.0
0.8999999999999999,22.11454963684082,NF2,0.0
0.95,22.185487747192383,NF1,0.0
0.95,22.16764068603516,NF2,0.0
0.0,22.243318557739254,NF1,0.5
0.0,22.1136474609375,NF2,0.5
0.0499999999999999,22.239904403686523,NF1,0.5
0.0499999999999999,22.252094268798828,NF2,0.5
0.0999999999999999,22.09789276123047,NF1,0.5
0.0999999999999999,22.28540802001953,NF2,0.5
0.15,23.48656463623047,NF1,0.5
0.15,23.09061813354492,NF2,0.5
0.1999999999999999,24.090938568115234,NF1,0.5
0.1999999999999999,24.56035423278809,NF2,0.5
0.2499999999999999,25.43186378479004,NF1,0.5
0.2499999999999999,25.334794998168945,NF2,0.5
0.3,26.52907371520996,NF1,0.5
0.3,25.94606590270996,NF2,0.5
0.35,27.7174015045166,NF1,0.5
0.35,30.07622718811035,NF2,0.5
0.3999999999999999,27.165525436401367,NF1,0.5
0.3999999999999999,28.644420623779297,NF2,0.5
0.4499999999999999,25.926668167114254,NF1,0.5
0.4499999999999999,24.629165649414062,NF2,0.5
0.4999999999999999,25.297243118286133,NF1,0.5
0.4999999999999999,27.047021865844727,NF2,0.5
0.5499999999999999,26.645307540893555,NF1,0.5
0.5499999999999999,25.22249794006348,NF2,0.5
0.6,24.58175468444824,NF1,0.5
0.6,25.98238754272461,NF2,0.5
0.6499999999999999,25.325632095336918,NF1,0.5
0.6499999999999999,25.73552894592285,NF2,0.5
0.7,25.74296760559082,NF1,0.5
0.7,24.657625198364254,NF2,0.5
0.7499999999999999,24.686342239379883,NF1,0.5
0.7499999999999999,24.502967834472656,NF2,0.5
0.7999999999999999,23.589645385742188,NF1,0.5
0.7999999999999999,23.49214553833008,NF2,0.5
0.85,22.738405227661133,NF1,0.5
0.85,22.81806945800781,NF2,0.5
0.8999999999999999,22.232282638549805,NF1,0.5
0.8999999999999999,22.36582565307617,NF2,0.5
0.95,22.154077529907227,NF1,0.5
0.95,22.13354110717773,NF2,0.5
0.0,22.14009094238281,NF1,0.0
0.0,22.16970443725586,NF2,0.0
0.0499999999999999,22.17400550842285,NF1,0.0
0.0499999999999999,22.119796752929688,NF2,0.0
0.0999999999999999,22.15372657775879,NF1,0.0
0.0999999999999999,22.157262802124023,NF2,0.0
0.15,22.189245223999023,NF1,0.0
0.15,22.10149955749512,NF2,0.0
0.1999999999999999,22.183374404907227,NF1,0.0
0.1999999999999999,22.14491844177246,NF2,0.0
0.2499999999999999,22.22447395324707,NF1,0.0
0.2499999999999999,22.114444732666016,NF2,0.0
0.3,22.18088722229004,NF1,0.0
0.3,22.13397979736328,NF2,0.0
0.35,22.180009841918945,NF1,0.0
0.35,22.11061668395996,NF2,0.0
0.3999999999999999,22.11323928833008,NF1,0.0
0.3999999999999999,22.14881896972656,NF2,0.0
0.4499999999999999,22.19454765319824,NF1,0.0
0.4499999999999999,22.144161224365234,NF2,0.0
0.4999999999999999,22.203310012817383,NF1,0.0
0.4999999999999999,22.13803100585937,NF2,0.0
0.5499999999999999,22.176044464111328,NF1,0.0
0.5499999999999999,22.090517044067383,NF2,0.0
0.6,22.160852432250977,NF1,0.0
0.6,22.14292526245117,NF2,0.0
0.6499999999999999,22.11775779724121,NF1,0.0
0.6499999999999999,22.10585594177246,NF2,0.0
0.7,22.180233001708984,NF1,0.0
0.7,22.157135009765625,NF2,0.0
0.7499999999999999,22.19341468811035,NF1,0.0
0.7499999999999999,22.06335830688477,NF2,0.0
0.7999999999999999,22.212974548339844,NF1,0.0
0.7999999999999999,22.10715675354004,NF2,0.0
0.85,22.17934226989746,NF1,0.0
0.85,22.12606430053711,NF2,0.0
0.8999999999999999,22.19770812988281,NF1,0.0
0.8999999999999999,22.131986618041992,NF2,0.0
